AIVAT, Chips, All Hands Chips, Chance Correction, Action Correction, Your Hand, Deepstack Hand, Flop Cards, Turn Card, River Card, Position, Pre-flop, Flop, Turn, River, Seconds to Act, Total Seconds, Start Time (UTC), Notes
-44.385131, 100.0, 100.0, -7.830025, 152.215156, 5s4d, 3s6d, 8c2d2h, 5d, , bb, cC, Cc, R250f, , 18.1112909317017, 27.7157888412476, 2016/11/14 13:41:57, 
-106.046051, -1800.0, -1800.0, -1369.798661, -324.155289, 9h4h, 2sAh, 5hQcTh, Kc, 8s, sb, r300C, Cr600R1800c, Cc, R3600f, 28.6038236618042, 50.4679877758026, 2016/11/14 13:42:29, 
-14.213738, 200.0, 200.0, -15.50524, 229.718978, 6sAd, Tc8h, , , , bb, r200R900f, , , , 9.44983100891113, 15.4383893013, 2016/11/14 13:43:23, 
-170.660932, 3600.0, -1807.035024, -582.813335, -1053.560757, 3d3h, KcAd, 8cTd8d, 7c, 5c, sb, r300R900c, Cr1800C, Cc, R3600c, 32.1279056072235, 51.9052994251251, 2016/11/14 13:43:43, 
-157.965488, -2400.0, -279.312461, 137.533073, -258.880046, 4hTh, 5sQs, Qd3d6h, 4s, 3c, bb, cR400r1200C, Cc, Cr2400C, Cc, 36.1825082302094, 49.2994351387024, 2016/11/14 13:44:46, 
-501.454311, 1200.0, 1200.0, -444.158307, 2145.612618, 6d4d, 7s7d, Ts9cKc, , , sb, r400R1200c, Cr2700F, , , 21.9034578800201, 32.9663608074188, 2016/11/14 13:45:42, 
-47.995352, 100.0, 100.0, -93.395831, 241.391184, 6h4d, Qc7c, 9dKh2s, Jd, , bb, cC, Cc, R500f, , 15.5028808116913, 24.9026658535004, 2016/11/14 13:46:17, 
-11.492384, -800.0, 166.864941, 269.868673, -91.511349, 8d3d, 7s9h, Qh9c4c, 3c, 4h, sb, r200C, Cr400C, R800c, Cc, 36.0553889274597, 59.3012239933014, 2016/11/14 13:46:45, 
64.782174, 500.0, 500.0, 333.248336, 101.96949, 9dAs, 9sQh, Kc8sAc, , , bb, cR500c, R1100f, , , 22.1048510074615, 27.416835308075, 2016/11/14 13:47:50, 
4.718199, 100.0, 100.0, -56.582917, 151.864718, 9d4h, 2c3s, , , , sb, r200F, , , , 50.5190179347992, 50.5555679798126, 2016/11/14 13:48:20, 
-13.08308, 50.0, 50.0, -20.873815, 83.956895, Ah3c, 2s9h, , , , bb, f, , , , 0.0, 0.0337309837341309, 2016/11/14 13:50:36, 
16.154277, 100.0, 100.0, 26.627778, 57.217945, Jh8h, Qs2d, , , , sb, r300F, , , , 5.92022609710693, 5.9648129940033, 2016/11/14 13:50:44, 
-16.625774, -100.0, -100.0, -57.279242, -26.094984, 2h6s, 7sQh, , , , bb, r300F, , , , 7.26661610603333, 7.31573605537415, 2016/11/14 13:51:00, 
48.321329, -500.0, -500.0, -107.345304, -440.976025, 8c9h, 7c3c, 3h7d2h, , , sb, r200C, Cr500R1500f, , , 16.2277390956879, 28.5876688957214, 2016/11/14 13:51:22, 
